taxon,justification,threats,status,criteria,pop_trend,RangeSize,PopulationSize,NumberOfSubpopulations,GrowthForms,SensitiveGrowthForm,GenusCollected,SpeciesCollectionThreat,PurposeMedicine,PurposeHorticulture,PurposeFood,PurposeFuel,PurposeMaterials,include
Lithops julii (Dinter & Schwantes) N.E.Br. subsp. fulleri (N.E.Br.) B.Fearn,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops lesliei (N.E.Br.) N.E.Br. subsp. burchellii D.T.Cole,,,NT,D2,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops lesliei (N.E.Br.) N.E.Br. subsp. lesliei,,,NT,A4acd,Decreasing,145300,,,Succulent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Lithops localis (N.E.Br.) Schwantes,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops marmorata (N.E.Br.) N.E.Br.,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops meyeri L.Bolus,,,VU,D2,Stable,138,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops naureeniae D.T.Cole,,,VU,D2,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops olivacea L.Bolus,,,VU,D2,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops otzeniana Nel,,,VU,D2,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops salicola L.Bolus,,,LC,,Stable,2500,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops verruculosa Nel,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops villetii L.Bolus subsp. deboeri (Schwantes) D.T.Cole,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops villetii L.Bolus subsp. kennedyi (de Boer) D.T.Cole,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops villetii L.Bolus subsp. villetii,,,LC,,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lithops viridis H.A.Lackh.,,,VU,D2,Stable,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Lydenburgia cassinoides,"JEV: Not threatened (only NT) and also indiscriminately harvested for firewood, not targeted. Also conspicuous, common and easy to find.
LVS: Should not be on the list","Harvesting for firewood is the major threat (a very hard wood, makes nice coals); RHA saw the destruction of an entire subpopulation in Sekhukhuneland.
 Developing of mining industry (potential to be destroyed by strip mining)",NT,"B1ab(ii,iii,v)",Decreasing,<2500,0,0,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
Mondia whitei,,"The main threats to Mondia whitei are harvesting for traditional medicine and habitat loss. 

Mondia whitei has a large, aromatic, tuberous rootstock that smells of vanilla and is commonly used throughout its African range for traditional medicine. It i",EN,A2ad,Decreasing,105800,0,0,Climber,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Muiria hortenseae,,"There has been severe decline of individuals at 4 of the 5 sub populations due to road building and trampling (J.Vlok)

Agriculture, Muurkraal road widening and Springfontein farm house road built in the 1960's led to > 80 % of individuals being lost.
",CR,"A2abc; B1ab(iii,v)+2ab(iii,v)",Decreasing,<1,18000,5,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Muraltia satureioides  subsp. salteri,"AGR: Harvesting cannot be a threat to this species - at least not from collectors with a GPS> far more serious would be hawkers who notice the plants and collect the flowers.  REMOVE FROM LIST: the more publicity for the localties the better!
LVS: Take off list","1) Acacia cyclops is a serious threat.
2) Frequent burning of Firebreak and surrounding slopes due to proximity to low cost housing
3) Flower harvesting
4) Trampling - footpaths
5)Low cost housing development - the lower sandy slopes of the Karbonkelb",,,,,,,,,,,,,,,,0
Oberonia disticha,,"According to J. Hurter, threatened by collecting. The actual scale of collecting of this orchid and whether it is declining in South Africa as a result of collecting is unknown. (It is quite a cute plant - small, and hangs upside down from tree branches -",CR,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,0,0,>20,Epiphyte;Herb;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Ocotea bullata,"AGR: This is already a Protected Tree.  How does timber logging affect this?  Would bark strippers really use locality data to hunt down plants.  Far better to have the localities public and policed, so that stripping by opportunistic collectors can be stopped before the plants are ringbarked or killed.  A clear case of more people who know the less the potential impact!!! REMOVE
LVS: This tree is seriously threatened. I personally think that its status should be CR.  Past timber harvesting has resulted in this species now being incredibly rare across its range. On top of that it is an extremely sought after medicinal. Bark harvesting  is just the final nail in the coffin for this species. All indications are that bark harvesting is excessively destructive to the last remaining trees. The scarcity of this tree in combination with high demand in the medicinal trade means that trees are now being cut down with chain saws so that the bark can be stripped from top to bottom. See Tony Dold's comments about conservation authorities not revealing the localities of remaining trees in the Eastern Cape. I think we should follow their example and keep it on the list.","The main threats to Ocotea bullata are timber logging in the past, and bark harvesting in the recent past, present and future.

Commercial timber exploitation: Since the mid-1700s Ocotea bullata has been heavily exploited for its very valuable timber in the southern Cape, especially in the forests between George and Plettenberg Bay (e.g. Sim 1906, Phillips 1931, King 1939 & 1941). It was regarded as one of the top 3 valuable timber species throughout the country. Harvesting in George commenced around 1772, but timber was extracted from the Cape Peninsula in unknown large quantities before that. In 167 years from 1772-1938, King (1941) estimated that 4.5 million ft3 (120,347m3) of Ocotea was felled in forests between George and Plettenberg Bay. This is an annual average of 721m3. Sim (1906) estimated that the average Ocotea stem yielded 0.4m3 of timber, hence an estimate of the total number of Ocotea trees felled in the region over 167 years is 300,868 - an average of 1,802 trees per annum. Many State forests in the region were reduced to a state of complete exhaustion (King 1939). In some periods the mean annual volume of Ocotea harvested was much higher (e.g. from 1889-1905 the average annual volume was 1255m3 or 3138 trees). (Sim also recorded 38,759 Ocotea trees actually felled from 1889-1900). However, in the period 1931-1938 the volumes drastically declined to 413m3 per annum (1032 trees/a). Current trends indicate a much reduced volume currently being harvested from southern Cape forests. Lawes et al (2004, pg 247) list the amount of Ocotea sold at auctions from 1996-2001 to be 925m3 (or 154m3 per annum). In 1900, the number of ‘mature’/marketable trees in southern Cape forests with a dbh >46cm was 13%. By 1930, it was 1.7% (King 1939).

Timber harvesting in the Eastern Cape in the region of the Amatola forests must have begun shortly before 1847 (King 1941). The species must have been rare within the region because figures for timber volumes are usually absent (e.g. Sim 1906) or included within the 5% cited for ‘other species’ (King 1941). Timber extraction within the former Transkei began before 1888. Selective ""culling"" of yellowwood and stinkwood appears to have been the norm until a quota system was introduced in 1936. In 1904, a saw mill was established near the Tonti forest - an area once rich in Ocotea and regarded as the most valuable forests in the Cape Colony. In 1924, the unexploited part of the forest contained 74m3 per acre of merchantable timber - 15% of which was Ocotea. Few figures exist, however, for the Ocotea timber volumes extracted from the region.

In KwaZulu-Natal, commercial timber exploitation commenced in the mid-1800s (McCracken 1986). It was estimated that 400,000m3 of indigenous timber was extracted from the Karkloof forest in the 1860s [over-exploitation began there around 1845 (Rycroft 1944)]. There were also ±18 saw mills operating in the Natal Midlands by the 1870s. Ocotea was one of the preferred timber species. In a report on forests in the Natal Colony (Bulwar 1878), Ocotea was a principle timber tree in the Karkloof forest (ranked 4th), but was fast disappearing. By 1878, comparatively little remained except for inferior and damaged trees. The larger trees were cut for commercial purposes and saplings were frequently ""cut by natives"" for fences, kraals, huts etc. In a report of the Natal Forests by Fourcade (1889), Ocotea was present in several Drakensberg upland and Midlands forests that had been extensively logged and were now very damaged. It was never the principle species in the forest, but its presence/absence was usually noted because of its high value. By 1889, Ocotea in the Hlabeni, Ingeli and Zwaartkop forests was recorded has having been cut out (especially in Zwaartkop, near Pietermaritzburg). Over-exploitation of the KwaZulu-Natal midland forests has been a major factor in stinkwood population reduction (Morty & Johnson 1987). Few quantitative data exist concerning the scale of cutting in KwaZulu-Natal, but stinkwood stumps are common in forests where living specimens are now rare. Furthermore, most good Ocotea specimens are to be found far from roads or on steep slopes. 

In the eastern Transvaal forests (now part of Mpumalanga and Limpopo), Ocotea was cut in large quantities after the discovery of gold in the Witwatersrand c.1886 so that today few fine quality specimens remain (Palmer & Pitman 1972).

Bark harvesting: Ocotea bark has probably always been harvested for medicine, but due to massive declines augmented by timber harvesting and the commercialisation of the traditional medicine trade, bark harvesting is probably the species current biggest threat causing significant declines. Trees, especially in KwaZulu-Natal and part of the Eastern Cape, are already rare due to extensive timber harvesting in the 1800s, and it is the combined impact with bark harvesting that is killing off the few remaining individuals. Over-exploitation of Ocotea in KwaZulu-Natal has resulted in a shift to exploiting it in the Eastern Cape (Cunningham 1988). The Karkloof Forests (as seen below) appear to be especially vulnerable in KwaZulu-Natal.

One of the earliest records of Ocotea bark being harvested for muti is from the Karkloof Forest (Rycroft 1944). However, unlike today, it was customary not to remove more than one piece of bark from a tree or to ""tamper with"" malformed trees. This practice, however, still made trees susceptible to fungal decay and mortality. The second record of bark harvesting for muti is also from the Karkloof (Taylor 1961). In 1958, large-scale exploitation of Ocotea was recognised as a lucrative business by a European landowner and workers were instructed to strip trees (for a small commission) in the Ehlatini region and sell the bark to Durban medicine men. Unfortunately, the workers also trespassed on adjacent forest properties and damaged large numbers of trees. On one farm, every stinkwood tree with a dbh of 10-50cm had been ring-barked, sometimes has high as ?6m. Bark removal was also speculated to account for the complete absence of Ocotea in the Nxamalala forests (Taylor 1963). In Weza, Dally (1984) reported that there had been an increase in Ocotea bark harvesting activities in the past 12 months and that 48 trees with various stages of bark damaged were counted. Oatley (1979) estimated that in private forests in Karkloof, only 1% of trees were undamaged and 33% were dead. Rough counts of trees in privately-owned forests in Dargle, Karkloof, Boston, Impendhle, Creighton and Harding areas of KwaZulu-Natal found that 95% of all Ocotea trees had been damaged, and of these about 40% had been completely ring-barked (Cooper 1979). Morty & Johnson (1987) reported that 36 out of 40 forests they surveyed had evidence of bark stripping - mostly >50% of the stem. Cunningham (1988) conducted a survey of 3 Ocotea sites (Karkloof, eMalowe, Ngunjini) and found at least 51% of trees had had >50% of the bark removed. In 1988, the estimated annual demand by 54 herb-traders in the Durban markets was ±234 bags (50kg-size), which is equivalent to ± 468 trees (assuming 1 bag may contain bark from 2 trees 40-40cm dbh). The scarcity of the bark was consistently ranked 1st by most herbalists and traders. Mander (1998) estimated there was a 25% increase in travel time from 1988 to 1998 to reach Ocotea localities. Major harvesting locations cited were Ixopo, Umzimkulu and Lusikisiki. In terms of the Witwatersrand trade, 68% of muti shops sold it in 1994 (ranked 7th in prevalence) and it ranked 3rd in scarcity citations Williams (2000). In the Faraday market (Williams 2003), the species was scarce and only 9% of traders sold it. The bark volume present in the market at the time of the survey was 1.7 bags (50kg-sized). However, there is a possibility that this species is being substituted with Cryptocarya spp. in the markets due to its scarcity. Cited sources of bark included Howick, Greytown mountains and Nkhanhla. Geldenhuys (2004) recorded 359 Ocotea stems in 37 transects through forests in the Umzimkulu district. 206 stems (57.4%) had been stripped for bark - some up to 12m. Many larger trees had been felled to reach bark higher up the stem. On average, >30% of bark on a stem had been removed.

Root rot pathogen: Since 1970, the number of dying Ocotea trees seems to have increased in the southern Cape forests (Lubbe 1989). The cause of the decline was linked to habitat disturbance, past/present logging from 1868 and selective harvesting activities. This caused changes in water drainage around the trees and a tendency for water-logging. Trees became more susceptible to the root rot pathogen Phytophtora cinnamomi, especially trees in clumps of ?2 individuals. The pathogen was discovered in 17 localities in 4 forests and was associated with 88% of the dying or potentially dying trees. A survey in 3 southern Cape forests by Lubbe & Mostert (1991) also noted a significant rate of Ocotea decline and die-back in 1986. This die-back was associated with the occurrence of P. cinnamomi and coincided with stress factors such as water-logging associated with site disturbance. 

Seed predation: Nearly all the flowers are attacked by a fungus and are infertile (Palmer & Pitman 1972). The species fruits abundantly at times, but the fruit seldom ripens on the tree because it is attacked by boring insects and eaten by some forest birds and fruit bats. Of the seed which falls to the ground, <1% is viable due to attacks from other insects and consumption by fruit-eating mammals (Mitchell 1961)  

Lack of fruit vectors: (see fragmentation notes for more detail). Refers to the changing diet of the rameron pigeon from eating Ocotea fruits to that of the exotic Solanum mauritianum (Oatley 1984). The ability of the species to disperse through seeds is thus further reduced

Browsers: Ocotea has the ability to regenerate through coppicing. Bushbuck tend to browse very heavily on coppice shoots and account for high mortality (Scott-Shaw 1999).

Additional comments from C.R. Scott-Shaw (pers. comm., February 2008):
a) the critical sensitivity of Black stinkwood to bark removal is very important in comparison to all other canopy species in the mistbelt forest. Trees die very easily. They do usually coppice, but now the saplings have to contend with the browse obsessions of bushbuck - a well known favourite of theirs. Then, it has to try and compete for resources such as sunlight.
b) Some of the staff at KZN/Ezimvelo-Wildlife, including C.R. Scott-Shaw, have revisited many of the forests surveyed by Morty & Johnson. The species has subsequently become extinct in the following forests: Pongola Bush, Nkandla, Rokeby Park, Marutswa, Ingelabantwana, Cathedral Peak. Some areas like Mpendle have a few small groups of small trees from coppice growth.
c) Since 1974, Ocotea has been the only forest tree listed for protection in our ordinance. Now 34 years later, it still tops the short list of trees of our proposed new schedules.

Additional comments from an email from A.P. Dold (pers. comm., February 2008):
""I spoke to a colleague at DWAF in King William’s Town, and she tells me that they have records of only 6 trees in the Amatola Forests and the localities are strictly confidential... I have checked several checklists for the Amatola’s and Alexandria forest (Pete Phillipson did both) and haven’t found additional records.""",EN,A2bd,Decreasing,651300,0,0,Tree,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1
Orbea woodii,,Exploited for medicinal use.,VU,B1ab(v),Decreasing,<5000,0,<10,Succulent,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Pachypodium bispinosum (L.f.) A.DC.,,,LC,,Stable,35000,>10000,>30,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Pachypodium namaquanum (Wyley ex Harv.) Welw.,,,LC,,,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Pachypodium saundersii N.E.Br.,,,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Pachypodium succulentum (Jacq.) Sweet,,,LC,,Stable,230000,>10000,>50,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Pelargonium ellaphieae,"AGR: REMOVE!  Collecting is not a serious threat!
LVS: This is a slow-growing succulent with a small population and featured in a ""popular"" botanical book on this group. Great for stimulating collector interest, same as Reynolds's Aloes and Bruce Bayer's Haworthia books. It should be listed.","Agriculture caused a past loss (some habitat loss has been recorded west of Citrusdal for citrus orchards) (Craib 2001). 
It is not currently severely threatened by clearing of land for agriculture and habitat is likely to remain intact (Craib 2001).

Urbanisation caused a past loss of sub-population from Muizenberg.

Illegal collecting is a further threat: this is one of the rarer of the Pelargoniums in the section Horarea - most Pelargoniums in this section are targeted for collection. This is likely to be causing a slow but ongoing decline of this species.",EN,C2a(i),Decreasing,285,<2500,0,Geophyte;Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Pelargonium reniforme,"AGR: Why is this here: JUSTIFY OR REMOVE!
LVS: Doesn't have to be on: it is listed because it might be mistaken for P. sidoides.",,NT,A4bd,Decreasing,<100000,0,0,Dwarf shrub;Geophyte,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Pleiospilos bolusii,,"Theatened by overgrazing, trampling and succulent collecting. J. Vlok pers comm 2007",VU,"B1ab(iii,v)",Decreasing,<7000,0,0,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Pleiospilos simulans,,Harvesting - illegal succulent collection for specialist horticulture trade,EW,,,,,,Succulent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Prunus africana,,"A sought after medicinal plant which has been critically over-exploited for bark products over much of its distribution range, especially in Cameroon, Madagascar, DRC, Kenya and Uganda for the international trade (Scott-Shaw 1999; Cunningham et al 2002). ",VU,A4acd; C1+2a(i),Decreasing,515900,<10000,0,Tree,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1
Sceletium strictum,"JEV: This is not threatened by harvesting, it is not a medicinal species.
LVS: It is a succulent and it is rare. It is a traditional medicine known as ""kougoed"". Bioprospectors are after it (check Google). I say block it. The more widespread Sceletium tortuosum (another species also known as ""kougoed"") also has massive interest in it - it comes up automatically on Google when you start typing Sceletium - those drop down lists are set based on large numbers of people searching for the term. This is much more scary than any of the other ""collectible"" succulent types of species on this list. I think that we should re-check the assessment of S. tortuosum (status currently LC) and both should be blocked, and perhaps other rare Sceletiums as well. According to Ben-Erik van Wyk's book People's Plants S. tortuosum populations ""have dwindled  from over-harvesting and habitat destruction, and possibly from introduced diseases from cultivated crops. The conservation status of Sceletium species needs to be studied as a matter of urgency, and a descision taken on whether S. tortuosum should be included on CITES"".","Ongoing degradation of habitat and decline in numbers of mature individuals due to grazing and trampling by goats and ostriches, it is also potentially threatened by illegal harvesting.",EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,<250,0,<5,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Sceletium tortuosum,,,LC,0,Stable,0,0,0,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Schlechterina mitostemmatoides,,"Past destructive heavy harvesting of the roots for traditional medicine has been reported. Cunningham (1988) estimated that 41 bags (50kg-size) were sold annually by 54 traders in the Durban area. One bag could represent 2000 plants, and the plants were s",VU,"B1ab(ii,iii,v)+2ab(ii,iii,v)",Decreasing,1100,0,4,Climber;Dwarf shrub;Shrub,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Schwantesia borcherdsii,LVS: Rare succulent known from only one locality.,"Unlikely to have been impacted by military activities and the development of agricultural activities in the area is also unlikely to have an impact. If refound, it will certainly become a target for succulent collectors.",VU,D2,Stable,<20,0,0,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Siphonochilus aethiopicus,,"The harvesting of underground rhizomes for medicinal purposes has caused extensive declines in this species since the early 1900's, to such an extent that it is now considered to occur only in critically low numbers in the wild. Many publications on medic",CR,A4acd,Decreasing,13837,<5000,<17,Geophyte;Herb,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Stangeria eriopus,"LVS: Although this species is only VU under criterion A, it is a CITES App I species and therefore should be on the list, as in addition to medicinal harvesting it is also targeted by cycad collectors. Michele recommends not revealing localities due to moderate volumes of trade recorded by CITES.","Stangeria is a sought after medicinal plant which has been critically over-exploited over much of its distribution range (Scott-Shaw 1999). The habitat is rapidly being degraded because of woodcutting and the expansion of crop farming (Scott-Shaw 1999). The lignotuber is used for traditional medicine, hence harvesting is destructive and whole plants are usually killed. Cunningham (1988) estimated an annual sale of 233 bags (50kg-size) by 54 traders in the Durban markets - possibly accounting for ¼ of the total sales in the province. Cunningham also classed it as ‘rare and vulnerable’ - i.e. a species with a relatively small population that is vulnerable to over-exploitation if exploitation continued. In a survey conducted by Osborne et al (1994) in July 1992, 28 out of 170 gatherers (16.5%) in two Durban muti markets sold the tubers. The mean mass of caudices on sale = 0.7kg; mean mass sold/month/trader = 85kg; mean number of plants sold/month/trader = 122; total mass sold/month = 2380kg; total number of plants sold/month = 3410 individual caudices (or, 40,920 plants per year). The unknown quantity of tubers sold by the muti shops in the city would have added considerably to the annual volume sold in the region (Osborne et al 1994). The plants were said to have been harvested from areas in the Transkei, southern and northern KwaZulu-Natal, and concerns were raised that the rate of exploitation would lead to a rapid demise of Stangeria in the wild, especially if the herbal medicine trade continued to expand (as it has) ( Osborne et al 1994).

The popularity of Stangeria is such that it is traded outside of its range in Mpumalanga (Mander 1997) and Gauteng (Williams 2007; Williams et al 2007). Trade figures for Johannesburg showed that 58% of muti shops stocked the species in 1994, 18% of which said it was scarce. The annual volume estimated to have been sold was 243 bags (50kg-size). In the Faraday market in 2001, 9% of traders sold it with a combined volume of 38 bags in the market at the time of the survey (Williams 2003). Stangeria was rated high conservation priority species by Williams (2007).

More recently, Peckover (2006) found evidence of Stangeria tubers having been excavated in the Manguzi, presumably for the traditional medicine trade. He estimated that more than 50 plants had been removed from the site, and that conservatively hundreds had been excavated in the last few months. On a recent visit to the Faraday market, Peckover (2007) found 20 traders with Stangeria, each with about 20 plants per trader.

In terms of habitat destruction, Dyer (1965) estimated that vast numbers of plants had been eradicated along the KwaZulu-Natal coast as sugar cane fields replaced the natural vegetation, and the expansion of the pineapple industry in the Eastern Cape had caused similar diminution in the distribution of Stangeria in that area. Vorster & Vorster (1974) suggested that ""countless thousands of plants have been destroyed"" during plantation preparations.

Cycad collectors have also threatened the Stangeria population. Crouch et al (2000) cited a cited a post-war anecdote in which a field botanist active along the Natal south coast was offered 1 pound per plant to send as many living Stangeria plants as could be collected to a Chicago museum. The botanist refused, and the field full of Stangeria that was mentioned in the anecdote was subsequently visited 30 years later to find that it had been over-grazed and not a plant remained.",VU,A2acd+4cd,Decreasing,78100,>100000,0,Geophyte;Herb,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
